"State or other
geographic area",Beer,Wine,Spirits,All beverages,"U.S. decile for all beverages
"
Washington.1999,1.10 ,0.40 ,0.63 ,2.13 ,7 
Washington.1998,1.12 ,0.43 ,0.63 ,2.18 ,6 
Washington.1997,1.11 ,0.42 ,0.63 ,2.16 ,6 
Washington.1996,1.13 ,0.40 ,0.63 ,2.16 ,6 
Washington.1995,1.14 ,0.40 ,0.63 ,2.17 ,6 
Washington.1994,1.18 ,0.39 ,0.65 ,2.23 ,6 
Washington.1993,1.19 ,0.39 ,0.69 ,2.27 ,5 
Washington.1992,1.26 ,0.46 ,0.72 ,2.44 ,4 
Washington.1991,1.23 ,0.43 ,0.73 ,2.39 ,5 
Washington.1990,1.27 ,0.46 ,0.76 ,2.49 ,5 
Washington.1989,1.24 ,0.47 ,0.75 ,2.45 ,5 
Washington.1988,1.22 ,0.50 ,0.77 ,2.49 ,5 
Washington.1987,1.23 ,0.56 ,0.79 ,2.58 ,5 
Washington.1986,1.23 ,0.61 ,0.82 ,2.65 ,5 
Washington.1985,1.22 ,0.59 ,0.87 ,2.68 ,5 
Washington.1984,1.24 ,0.57 ,0.91 ,2.71 ,5 
Washington.1983,1.29 ,0.54 ,0.94 ,2.76 ,5 
Washington.1982,1.33 ,0.53 ,0.99 ,2.85 ,4 
Washington.1981,1.38 ,0.54 ,1.05 ,2.97 ,4 
Washington.1980,1.52 ,0.52 ,1.08 ,3.12 ,3 
Washington.1979,1.41 ,0.48 ,1.10 ,2.99 ,4 
Washington.1978,1.39 ,0.48 ,1.09 ,2.96 ,4 
Washington.1977,1.36 ,0.45 ,1.08 ,2.89 ,4 
WestVirginia.2009,1.24 ,0.10 ,0.45 ,1.79 ,10 
WestVirginia.2008,1.26 ,0.10 ,0.44 ,1.80 ,10 
WestVirginia.2007,1.24 ,0.10 ,0.42 ,1.76 ,10 
WestVirginia.2006,1.22 ,0.10 ,0.42 ,1.74 ,10 
WestVirginia.2005,1.23 ,0.10 ,0.40 ,1.73 ,10 
WestVirginia.2004,1.25 ,0.10 ,0.39 ,1.75 ,10 
WestVirginia.2003,1.23 ,0.10 ,0.38 ,1.71 ,10 
WestVirginia.2002,1.26 ,0.10 ,0.38 ,1.74 ,10 
WestVirginia.2001,1.23 ,0.10 ,0.37 ,1.70 ,10 
WestVirginia.2000,1.18 ,0.10 ,0.35 ,1.64 ,10 
WestVirginia.1999,1.18 ,0.10 ,0.37 ,1.66 ,10 
WestVirginia.1998,1.17 ,0.10 ,0.36 ,1.63 ,10 
WestVirginia.1997,1.14 ,0.10 ,0.37 ,1.60 ,10 
WestVirginia.1996,1.14 ,0.10 ,0.37 ,1.61 ,10 
WestVirginia.1995,1.14 ,0.09 ,0.38 ,1.61 ,10 
WestVirginia.1994,1.17 ,0.08 ,0.39 ,1.64 ,10 
WestVirginia.1993,1.18 ,0.08 ,0.40 ,1.67 ,10 
WestVirginia.1992,1.16 ,0.09 ,0.41 ,1.66 ,10 
WestVirginia.1991,1.18 ,0.09 ,0.43 ,1.70 ,10 
WestVirginia.1990,1.20 ,0.10 ,0.42 ,1.72 ,10 
WestVirginia.1989,1.12 ,0.11 ,0.38 ,1.60 ,10 
WestVirginia.1988,1.12 ,0.12 ,0.40 ,1.64 ,10 
WestVirginia.1987,1.11 ,0.13 ,0.41 ,1.64 ,10 
WestVirginia.1986,1.10 ,0.13 ,0.41 ,1.64 ,10 
WestVirginia.1985,1.11 ,0.13 ,0.42 ,1.66 ,10 
WestVirginia.1984,1.12 ,0.12 ,0.44 ,1.68 ,10 
WestVirginia.1983,1.13 ,0.13 ,0.48 ,1.74 ,10 
WestVirginia.1982,1.11 ,0.14 ,0.55 ,1.80 ,10 
WestVirginia.1981,1.06 ,0.14 ,0.66 ,1.85 ,10 
WestVirginia.1980,1.00 ,0.09 ,0.72 ,1.82 ,10 
WestVirginia.1979,0.97 ,0.09 ,0.77 ,1.83 ,10 
WestVirginia.1978,0.96 ,0.09 ,0.79 ,1.84 ,10 
WestVirginia.1977,0.98 ,0.09 ,0.78 ,1.85 ,10 
Wisconsin.2009,1.49 ,0.31 ,1.16 ,2.96 ,2 
Wisconsin.2008,1.53 ,0.34 ,1.12 ,2.99 ,2 
Wisconsin.2007,1.54 ,0.33 ,1.11 ,2.98 ,1 
Wisconsin.2006,1.56 ,0.32 ,1.09 ,2.96 ,1 
Wisconsin.2005,1.55 ,0.31 ,1.07 ,2.92 ,1 
Wisconsin.2004,1.52 ,0.30 ,1.01 ,2.83 ,1 
Wisconsin.2003,1.52 ,0.29 ,1.00 ,2.81 ,2 
Wisconsin.2002,1.56 ,0.28 ,0.98 ,2.81 ,2 
Wisconsin.2001,1.53 ,0.26 ,0.95 ,2.74 ,2 
Wisconsin.2000,1.54 ,0.27 ,0.95 ,2.76 ,1 
Wisconsin.1999,1.53 ,0.26 ,0.92 ,2.72 ,2 
Wisconsin.1998,1.61 ,0.26 ,0.79 ,2.65 ,2 
Wisconsin.1997,1.57 ,0.25 ,0.89 ,2.71 ,1 
Wisconsin.1996,1.53 ,0.24 ,0.88 ,2.65 ,1 
Wisconsin.1995,1.55 ,0.23 ,0.87 ,2.65 ,1 
Wisconsin.1994,1.58 ,0.22 ,0.91 ,2.72 ,2 
Wisconsin.1993,1.59 ,0.22 ,0.89 ,2.71 ,1 
Wisconsin.1992,1.59 ,0.25 ,0.90 ,2.74 ,2 
Wisconsin.1991,1.65 ,0.27 ,0.84 ,2.76 ,1 
Wisconsin.1990,1.74 ,0.31 ,1.03 ,3.07 ,1 
Wisconsin.1989,1.71 ,0.31 ,0.95 ,2.96 ,1 
Wisconsin.1988,1.75 ,0.33 ,0.95 ,3.02 ,2 
Wisconsin.1987,1.78 ,0.36 ,0.97 ,3.11 ,2 
Wisconsin.1986,1.87 ,0.34 ,0.95 ,3.16 ,2 
Wisconsin.1985,1.82 ,0.32 ,1.05 ,3.19 ,1 
Wisconsin.1984,1.86 ,0.30 ,1.03 ,3.19 ,2 
Wisconsin.1983,1.93 ,0.33 ,1.07 ,3.33 ,2 
Wisconsin.1982,1.93 ,0.30 ,1.04 ,3.27 ,2 
Wisconsin.1981,1.95 ,0.31 ,1.20 ,3.47 ,1 
Wisconsin.1980,1.96 ,0.31 ,1.20 ,3.46 ,1 
Wisconsin.1979,1.88 ,0.28 ,1.17 ,3.33 ,3 
Wisconsin.1978,1.80 ,0.28 ,1.18 ,3.25 ,2 
Wisconsin.1977,1.78 ,0.27 ,1.26 ,3.31 ,2 
Wyoming.2009,1.45 ,0.22 ,1.10 ,2.77 ,2 
Wyoming.2008,1.54 ,0.23 ,1.12 ,2.89 ,2 
Wyoming.2007,1.49 ,0.23 ,1.10 ,2.82 ,2 
Wyoming.2006,1.47 ,0.23 ,1.05 ,2.74 ,2 
Wyoming.2005,1.21 ,0.23 ,0.97 ,2.40 ,5 
Wyoming.2004,1.41 ,0.22 ,0.92 ,2.55 ,3 
Wyoming.2003,1.69 ,0.23 ,0.90 ,2.82 ,1 
Wyoming.2002,1.46 ,0.22 ,0.88 ,2.56 ,2 
Wyoming.2001,1.43 ,0.22 ,0.88 ,2.52 ,2 
Wyoming.2000,1.42 ,0.18 ,0.86 ,2.46 ,3 
Wyoming.1999,1.41 ,0.18 ,0.84 ,2.43 ,3 
Wyoming.1998,1.38 ,0.20 ,0.81 ,2.40 ,3 
Wyoming.1997,1.36 ,0.17 ,0.81 ,2.33 ,3 
Wyoming.1996,1.37 ,0.16 ,0.81 ,2.34 ,3 
Wyoming.1995,1.34 ,0.16 ,0.80 ,2.29 ,4 
Wyoming.1994,1.42 ,0.18 ,0.83 ,2.43 ,3 
Wyoming.1993,1.40 ,0.19 ,0.86 ,2.45 ,3 
Wyoming.1992,1.44 ,0.20 ,0.91 ,2.56 ,3 
Wyoming.1991,1.45 ,0.20 ,0.90 ,2.56 ,3 
Wyoming.1990,1.48 ,0.22 ,0.93 ,2.63 ,3 
Wyoming.1989,1.35 ,0.22 ,0.82 ,2.38 ,6 
Wyoming.1988,1.39 ,0.23 ,0.83 ,2.46 ,6 
Wyoming.1987,1.46 ,0.24 ,0.86 ,2.56 ,5 
Wyoming.1986,1.46 ,0.26 ,0.92 ,2.64 ,5 
Wyoming.1985,1.56 ,0.25 ,1.03 ,2.84 ,3 
Wyoming.1984,1.58 ,0.22 ,1.05 ,2.86 ,4 
Wyoming.1983,1.66 ,0.22 ,1.09 ,2.98 ,4 
Wyoming.1982,1.80 ,0.24 ,1.21 ,3.25 ,2 
Wyoming.1981,1.91 ,0.24 ,1.27 ,3.42 ,2 
Wyoming.1980,1.85 ,0.24 ,1.32 ,3.42 ,2 
Wyoming.1979,1.86 ,0.22 ,1.30 ,3.38 ,2 
Wyoming.1978,1.82 ,0.22 ,1.36 ,3.41 ,2 
Wyoming.1977,1.79 ,0.21 ,1.32 ,3.31 ,2 
